V1,location_set_version_id,location_set_id,location_id,parent_id,path_to_top_parent,level,is_estimate,most_detailed,sort_order,location_name,location_ascii_name,location_name_short,location_type_id,location_type,map_id,super_region_id,super_region_name,region_id,region_name,ihme_loc_id,local_id,developed,start_date,end_date,date_inserted,last_updated,last_updated_by,last_updated_action,lancet_label
517,561,22,4667,130,"1,103,124,130,4667",4,1,1,532,Sinaloa,Sinaloa,Sinaloa,3,admin1,"",103,Latin America and Caribbean,124,Central Latin America,MEX_4667,MX-SIN,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Sinaloa
518,561,22,4668,130,"1,103,124,130,4668",4,1,1,533,Sonora,Sonora,Sonora,3,admin1,"",103,Latin America and Caribbean,124,Central Latin America,MEX_4668,MX-SON,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Sonora
519,561,22,4669,130,"1,103,124,130,4669",4,1,1,534,Tabasco,Tabasco,Tabasco,3,admin1,"",103,Latin America and Caribbean,124,Central Latin America,MEX_4669,MX-TAB,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Tabasco
520,561,22,4670,130,"1,103,124,130,4670",4,1,1,535,Tamaulipas,Tamaulipas,Tamaulipas,3,admin1,"",103,Latin America and Caribbean,124,Central Latin America,MEX_4670,MX-TAM,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Tamaulipas
521,561,22,4671,130,"1,103,124,130,4671",4,1,1,536,Tlaxcala,Tlaxcala,Tlaxcala,3,admin1,"",103,Latin America and Caribbean,124,Central Latin America,MEX_4671,MX-TLA,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Tlaxcala
522,561,22,4672,130,"1,103,124,130,4672",4,1,1,537,Veracruz de Ignacio de la Llave,Veracruz de Ignacio de la Llave,Veracruz,3,admin1,"",103,Latin America and Caribbean,124,Central Latin America,MEX_4672,MX-VER,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Veracruz de Ignacio de la Llave
523,561,22,4673,130,"1,103,124,130,4673",4,1,1,538,Yucatán,Yucatan,Yucatan,3,admin1,"",103,Latin America and Caribbean,124,Central Latin America,MEX_4673,MX-YUC,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Yucatán
524,561,22,4674,130,"1,103,124,130,4674",4,1,1,539,Zacatecas,Zacatecas,Zacatecas,3,admin1,"",103,Latin America and Caribbean,124,Central Latin America,MEX_4674,MX-ZAC,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Zacatecas
525,561,22,131,124,"1,103,124,131",3,1,1,540,Nicaragua,Nicaragua,Nicaragua,2,admin0,NIC,103,Latin America and Caribbean,124,Central Latin America,NIC,NIC,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Nicaragua
526,561,22,132,124,"1,103,124,132",3,1,1,541,Panama,Panama,Panama,2,admin0,PAN,103,Latin America and Caribbean,124,Central Latin America,PAN,PAN,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Panama
527,561,22,133,124,"1,103,124,133",3,1,1,542,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Repub.,2,admin0,VEN,103,Latin America and Caribbean,124,Central Latin America,VEN,VEN,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Venezuela
528,561,22,135,134,"1,103,134,135",3,1,0,544,Brazil,Brazil,Brazil,2,admin0,BRA,103,Latin America and Caribbean,134,Tropical Latin America,BRA,BRA,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Brazil
529,561,22,4750,135,"1,103,134,135,4750",4,1,1,545,Acre,Acre,Acre,3,admin1,BR-AC,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4750,BR-AC,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Acre
530,561,22,4751,135,"1,103,134,135,4751",4,1,1,546,Alagoas,Alagoas,Alagoas,3,admin1,BR-AL,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4751,BR-AL,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Alagoas
531,561,22,4753,135,"1,103,134,135,4753",4,1,1,547,Amapá,Amapa,Amapa,3,admin1,BR-AP,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4753,BR-AP,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Amapá
532,561,22,4752,135,"1,103,134,135,4752",4,1,1,548,Amazonas,Amazonas,Amazonas,3,admin1,BR-AM,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4752,BR-AM,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Amazonas
533,561,22,4754,135,"1,103,134,135,4754",4,1,1,549,Bahia,Bahia,Bahia,3,admin1,BR-BA,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4754,BR-BA,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Bahia
534,561,22,4755,135,"1,103,134,135,4755",4,1,1,550,Ceará,Ceara,Ceara,3,admin1,BR-CE,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4755,BR-CE,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Ceará
535,561,22,4756,135,"1,103,134,135,4756",4,1,1,551,Distrito Federal,Distrito Federal,Distrito Federal,3,admin1,BR-DF,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4756,BR-DF,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Distrito Federal
536,561,22,4757,135,"1,103,134,135,4757",4,1,1,552,Espírito Santo,Espirito Santo,Espirito Santo,3,admin1,BR-ES,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4757,BR-ES,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Espírito Santo
537,561,22,4758,135,"1,103,134,135,4758",4,1,1,553,Goiás,Goias,Goias,3,admin1,BR-GO,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4758,BR-GO,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Goiás
538,561,22,4759,135,"1,103,134,135,4759",4,1,1,554,Maranhão,Maranhao,Maranhao,3,admin1,BR-MA,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4759,BR-MA,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Maranhão
539,561,22,4762,135,"1,103,134,135,4762",4,1,1,555,Mato Grosso,Mato Grosso,Mato Grosso,3,admin1,BR-MT,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4762,BR-MT,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Mato Grosso
540,561,22,4761,135,"1,103,134,135,4761",4,1,1,556,Mato Grosso do Sul,Mato Grosso do Sul,Mato Grosso do Sul,3,admin1,BR-MS,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4761,BR-MS,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Mato Grosso do Sul
541,561,22,4760,135,"1,103,134,135,4760",4,1,1,557,Minas Gerais,Minas Gerais,Minas Gerais,3,admin1,BR-MG,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4760,BR-MG,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Minas Gerais
542,561,22,4763,135,"1,103,134,135,4763",4,1,1,558,Pará,Para,Para,3,admin1,BR-PA,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4763,BR-PA,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Pará
543,561,22,4764,135,"1,103,134,135,4764",4,1,1,559,Paraíba,Paraiba,Paraiba,3,admin1,BR-PB,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4764,BR-PB,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Paraíba
544,561,22,4765,135,"1,103,134,135,4765",4,1,1,560,Paraná,Parana,Parana,3,admin1,BR-PR,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4765,BR-PR,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Paraná
545,561,22,4766,135,"1,103,134,135,4766",4,1,1,561,Pernambuco,Pernambuco,Pernambuco,3,admin1,BR-PE,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4766,BR-PE,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Pernambuco
546,561,22,4767,135,"1,103,134,135,4767",4,1,1,562,Piaui,Piaui,Piaui,3,admin1,BR-PI,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4767,BR-PI,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Piauí
547,561,22,4768,135,"1,103,134,135,4768",4,1,1,563,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,3,admin1,BR-RJ,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4768,BR-RJ,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Rio de Janeiro
548,561,22,4769,135,"1,103,134,135,4769",4,1,1,564,Rio Grande do Norte,Rio Grande do Norte,Rio Grande do Norte,3,admin1,BR-RN,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4769,BR-RN,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Rio Grande do Norte
549,561,22,4772,135,"1,103,134,135,4772",4,1,1,565,Rio Grande do Sul,Rio Grande do Sul,Rio Grande do Sul,3,admin1,BR-RS,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4772,BR-RS,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Rio Grande do Sul
550,561,22,4770,135,"1,103,134,135,4770",4,1,1,566,Rondônia,Rondonia,Rondonia,3,admin1,BR-RO,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4770,BR-RO,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Rondônia
551,561,22,4771,135,"1,103,134,135,4771",4,1,1,567,Roraima,Roraima,Roraima,3,admin1,BR-RR,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4771,BR-RR,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Roraima
552,561,22,4773,135,"1,103,134,135,4773",4,1,1,568,Santa Catarina,Santa Catarina,Santa Catarina,3,admin1,BR-SC,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4773,BR-SC,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Santa Catarina
553,561,22,4775,135,"1,103,134,135,4775",4,1,1,569,São Paulo,Sao Paulo,Sao Paulo,3,admin1,BR-SP,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4775,BR-SP,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,São Paulo
554,561,22,4774,135,"1,103,134,135,4774",4,1,1,570,Sergipe,Sergipe,Sergipe,3,admin1,BR-SE,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4774,BR-SE,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Sergipe
555,561,22,4776,135,"1,103,134,135,4776",4,1,1,571,Tocantins,Tocantins,Tocantins,3,admin1,BR-TO,103,Latin America and Caribbean,134,Tropical Latin America,BRA_4776,BR-TO,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Tocantins
556,561,22,136,134,"1,103,134,136",3,1,1,572,Paraguay,Paraguay,Paraguay,2,admin0,PRY,103,Latin America and Caribbean,134,Tropical Latin America,PRY,PRY,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Paraguay
557,561,22,160,138,"1,137,138,160",3,1,1,575,Afghanistan,Afghanistan,Afghanistan,2,admin0,AFG,137,North Africa and Middle East,138,North Africa and Middle East,AFG,AFG,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Afghanistan
558,561,22,139,138,"1,137,138,139",3,1,1,576,Algeria,Algeria,Algeria,2,admin0,DZA,137,North Africa and Middle East,138,North Africa and Middle East,DZA,DZA,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Algeria
559,561,22,140,138,"1,137,138,140",3,1,1,577,Bahrain,Bahrain,Bahrain,2,admin0,BHR,137,North Africa and Middle East,138,North Africa and Middle East,BHR,BHR,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Bahrain
560,561,22,141,138,"1,137,138,141",3,1,1,578,Egypt,Egypt,Egypt,2,admin0,EGY,137,North Africa and Middle East,138,North Africa and Middle East,EGY,EGY,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Egypt
561,561,22,142,138,"1,137,138,142",3,1,0,579,Iran (Islamic Republic of),Iran (Islamic Republic of),Iran (Islamic Republic of),2,admin0,IRN,137,North Africa and Middle East,138,North Africa and Middle East,IRN,IRN,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Iran
562,561,22,44864,142,"1,137,138,142,44864",4,1,1,580,Alborz,Alborz,Alborz,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44864,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Alborz
563,561,22,44865,142,"1,137,138,142,44865",4,1,1,581,Ardebil,Ardebil,Ardebil,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44865,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Ardebil
564,561,22,44868,142,"1,137,138,142,44868",4,1,1,582,Bushehr,Bushehr,Bushehr,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44868,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Bushehr
565,561,22,44869,142,"1,137,138,142,44869",4,1,1,583,Chahar Mahaal and Bakhtiari,Chahar Mahaal and Bakhtiari,Chahar,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44869,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Chahar Mahaal and Bakhtiari
566,561,22,44866,142,"1,137,138,142,44866",4,1,1,584,East Azarbayejan,East Azarbayejan,E Azarbayejan,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44866,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,East Azarbayejan
567,561,22,44870,142,"1,137,138,142,44870",4,1,1,585,Fars,Fars,Fars,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44870,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Fars
568,561,22,44871,142,"1,137,138,142,44871",4,1,1,586,Gilan,Gilan,Gilan,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44871,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Gilan
569,561,22,44872,142,"1,137,138,142,44872",4,1,1,587,Golestan,Golestan,Golestan,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44872,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Golestan
570,561,22,44873,142,"1,137,138,142,44873",4,1,1,588,Hamadan,Hamadan,Hamadan,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44873,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Hamadan
571,561,22,44874,142,"1,137,138,142,44874",4,1,1,589,Hormozgan,Hormozgan,Hormozgan,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44874,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Hormozgan
572,561,22,44875,142,"1,137,138,142,44875",4,1,1,590,Ilam,Ilam,Ilam,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44875,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Ilam
573,561,22,44876,142,"1,137,138,142,44876",4,1,1,591,Isfahan,Isfahan,Isfahan,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44876,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Isfahan
574,561,22,44877,142,"1,137,138,142,44877",4,1,1,592,Kerman,Kerman,Kerman,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44877,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kerman
575,561,22,44878,142,"1,137,138,142,44878",4,1,1,593,Kermanshah,Kermanshah,Kermanshah,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44878,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kermanshah
576,561,22,44880,142,"1,137,138,142,44880",4,1,1,594,Khorasan-e-Razavi,Khorasan-e-Razavi,Khorasan,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44880,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Khorasan-e-Razavi
577,561,22,44882,142,"1,137,138,142,44882",4,1,1,595,Khuzestan,Khuzestan,Khuzestan,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44882,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Khuzestan
578,561,22,44883,142,"1,137,138,142,44883",4,1,1,596,Kohgiluyeh and Boyer-Ahmad,Kohgiluyeh and Boyer-Ahmad,Kohgiluyeh,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44883,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kohgiluyeh and Boyer-Ahmad
579,561,22,44884,142,"1,137,138,142,44884",4,1,1,597,Kurdistan,Kurdistan,Kurdistan,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44884,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kurdistan
580,561,22,44885,142,"1,137,138,142,44885",4,1,1,598,Lorestan,Lorestan,Lorestan,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44885,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Lorestan
581,561,22,44886,142,"1,137,138,142,44886",4,1,1,599,Markazi,Markazi,Markazi,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44886,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Markazi
582,561,22,44887,142,"1,137,138,142,44887",4,1,1,600,Mazandaran,Mazandaran,Mazandaran,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44887,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Mazandaran
583,561,22,44879,142,"1,137,138,142,44879",4,1,1,601,North Khorasan,North Khorasan,N Khorasan,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44879,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,North Khorasan
584,561,22,44888,142,"1,137,138,142,44888",4,1,1,602,Qazvin,Qazvin,Qazvin,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44888,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Qazvin
585,561,22,44889,142,"1,137,138,142,44889",4,1,1,603,Qom,Qom,Qom,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44889,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Qom
586,561,22,44890,142,"1,137,138,142,44890",4,1,1,604,Semnan,Semnan,Semnan,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44890,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Semnan
587,561,22,44891,142,"1,137,138,142,44891",4,1,1,605,Sistan and Baluchistan,Sistan and Baluchistan,Sistan Balu,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44891,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Sistan and Baluchistan
588,561,22,44881,142,"1,137,138,142,44881",4,1,1,606,South Khorasan,South Khorasan,S Khorasan,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44881,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,South Khorasan
589,561,22,44892,142,"1,137,138,142,44892",4,1,1,607,Tehran,Tehran,Tehran,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44892,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Tehran
590,561,22,44867,142,"1,137,138,142,44867",4,1,1,608,West Azarbayejan,West Azarbayejan,W Azarbayejan,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44867,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,West Azarbayejan
591,561,22,44893,142,"1,137,138,142,44893",4,1,1,609,Yazd,Yazd,Yazd,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44893,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Yazd
592,561,22,44894,142,"1,137,138,142,44894",4,1,1,610,Zanjan,Zanjan,Zanjan,3,admin1,"",137,North Africa and Middle East,138,North Africa and Middle East,IRN_44894,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Zanjan
593,561,22,143,138,"1,137,138,143",3,1,1,611,Iraq,Iraq,Iraq,2,admin0,IRQ,137,North Africa and Middle East,138,North Africa and Middle East,IRQ,IRQ,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Iraq
594,561,22,144,138,"1,137,138,144",3,1,1,612,Jordan,Jordan,Jordan,2,admin0,JOR,137,North Africa and Middle East,138,North Africa and Middle East,JOR,JOR,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Jordan
595,561,22,145,138,"1,137,138,145",3,1,1,613,Kuwait,Kuwait,Kuwait,2,admin0,KWT,137,North Africa and Middle East,138,North Africa and Middle East,KWT,KWT,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kuwait
596,561,22,146,138,"1,137,138,146",3,1,1,614,Lebanon,Lebanon,Lebanon,2,admin0,LBN,137,North Africa and Middle East,138,North Africa and Middle East,LBN,LBN,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Lebanon
597,561,22,147,138,"1,137,138,147",3,1,1,615,Libya,Libya,Libya,2,admin0,LBY,137,North Africa and Middle East,138,North Africa and Middle East,LBY,LBY,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Libya
598,561,22,148,138,"1,137,138,148",3,1,1,616,Morocco,Morocco,Morocco,2,admin0,MAR,137,North Africa and Middle East,138,North Africa and Middle East,MAR,MAR,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Morocco
599,561,22,150,138,"1,137,138,150",3,1,1,617,Oman,Oman,Oman,2,admin0,OMN,137,North Africa and Middle East,138,North Africa and Middle East,OMN,OMN,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Oman
600,561,22,149,138,"1,137,138,149",3,1,1,618,Palestine,Palestine,Palestine,2,admin0,PSE,137,North Africa and Middle East,138,North Africa and Middle East,PSE,PSE,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Palestine
601,561,22,151,138,"1,137,138,151",3,1,1,619,Qatar,Qatar,Qatar,2,admin0,QAT,137,North Africa and Middle East,138,North Africa and Middle East,QAT,QAT,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Qatar
602,561,22,152,138,"1,137,138,152",3,1,1,620,Saudi Arabia,Saudi Arabia,Saudi Arabia,2,admin0,SAU,137,North Africa and Middle East,138,North Africa and Middle East,SAU,SAU,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Saudi Arabia
603,561,22,522,138,"1,137,138,522",3,1,1,621,Sudan,Sudan,Sudan,2,admin0,"",137,North Africa and Middle East,138,North Africa and Middle East,SDN,SDN,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Sudan
604,561,22,153,138,"1,137,138,153",3,1,1,622,Syrian Arab Republic,Syrian Arab Republic,Syrian Arab Republic,2,admin0,SYR,137,North Africa and Middle East,138,North Africa and Middle East,SYR,SYR,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Syria
605,561,22,154,138,"1,137,138,154",3,1,1,623,Tunisia,Tunisia,Tunisia,2,admin0,TUN,137,North Africa and Middle East,138,North Africa and Middle East,TUN,TUN,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Tunisia
606,561,22,155,138,"1,137,138,155",3,1,1,624,Turkey,Turkey,Turkey,2,admin0,TUR,137,North Africa and Middle East,138,North Africa and Middle East,TUR,TUR,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Turkey
